keyword,quality_attribute,matched_words,nunique,total_matched
scalab,performance,"['scalable' 'scalability' 'scalablevectortype' 'scalable-vector'
 'scalableoffset' 'scalableerroraswarning' 'scalablelast'
 'scalable-and-incremental-lto' 'scalabity'
 'scalability-of-rdataframes-on-']",10,800
scale,deployability,"['scale' 'scaled' 'scales' 'scale-if-equals-zero' 'scalereg'
 'scalednumber' 'scale-' 'scaledreg' 'scale-sized' 'scaled-index'
 'scaleshift' 'scale-down' 'scaleby' 'scalefactor' 'scaleweight'
 'scaledmask' 'scaleheight' 'scalewidth' 'scalelog' 'scaleboostweight'
 'scaletype' 'scaledsolid' 'scalebias' 'scale-expression' 'scaled-offset'
 'scaleadd' 'scaley' 'scaled-up' 'scalex' 'scaleable' 'scaledshape'
 'scale-expr' 'scaledconstant' 'scalen' 'scaleexpression' 'scalednumbers'
 'scalefordensity' 'scaled-address' 'scaler' 'scaled-dct' 'scaled-idct'
 'scaledthreshold' 'scale-factor' 'scaleamt' 'scaleamount' 'scalediff'
 'scalebitmask' 'scale-for-plotting' 'scale-th' 'scaleerror' 'scalefrac'
 'scalednumbertest' 'scaledbinding' 'scaledfunc'
 'scale-software-design-john-lakos' 'scalebind' 'scaledsignorm'
 'scaledbkgnorm' 'scaledsolids' 'scalefactorretriever' 'scalefactors'
 'scale-range-literals' 'scaledata' 'scaleoffset' 'scalene' 'scalef']",66,4159
scale,energy efficiency,"['scale' 'scaled' 'scales' 'scale-if-equals-zero' 'scalereg'
 'scalednumber' 'scale-' 'scaledreg' 'scale-sized' 'scaled-index'
 'scaleshift' 'scale-down' 'scaleby' 'scalefactor' 'scaleweight'
 'scaledmask' 'scaleheight' 'scalewidth' 'scalelog' 'scaleboostweight'
 'scaletype' 'scaledsolid' 'scalebias' 'scale-expression' 'scaled-offset'
 'scaleadd' 'scaley' 'scaled-up' 'scalex' 'scaleable' 'scaledshape'
 'scale-expr' 'scaledconstant' 'scalen' 'scaleexpression' 'scalednumbers'
 'scalefordensity' 'scaled-address' 'scaler' 'scaled-dct' 'scaled-idct'
 'scaledthreshold' 'scale-factor' 'scaleamt' 'scaleamount' 'scalediff'
 'scalebitmask' 'scale-for-plotting' 'scale-th' 'scaleerror' 'scalefrac'
 'scalednumbertest' 'scaledbinding' 'scaledfunc'
 'scale-software-design-john-lakos' 'scalebind' 'scaledsignorm'
 'scaledbkgnorm' 'scaledsolids' 'scalefactorretriever' 'scalefactors'
 'scale-range-literals' 'scaledata' 'scaleoffset' 'scalene' 'scalef']",66,4148
scale,performance,"['scale' 'scaled' 'scales' 'scale-if-equals-zero' 'scalereg'
 'scalednumber' 'scale-' 'scaledreg' 'scale-sized' 'scaled-index'
 'scaleshift' 'scale-down' 'scaleby' 'scalefactor' 'scaleweight'
 'scaledmask' 'scaleheight' 'scalewidth' 'scalelog' 'scaleboostweight'
 'scaletype' 'scaledsolid' 'scalebias' 'scale-expression' 'scaled-offset'
 'scaleadd' 'scaley' 'scaled-up' 'scalex' 'scaleable' 'scaledshape'
 'scale-expr' 'scaledconstant' 'scalen' 'scaleexpression' 'scalednumbers'
 'scalefordensity' 'scaled-address' 'scaler' 'scaled-dct' 'scaled-idct'
 'scaledthreshold' 'scale-factor' 'scaleamt' 'scaleamount' 'scalediff'
 'scalebitmask' 'scale-for-plotting' 'scale-th' 'scaleerror' 'scalefrac'
 'scalednumbertest' 'scaledbinding' 'scaledfunc'
 'scale-software-design-john-lakos' 'scalebind' 'scaledsignorm'
 'scaledbkgnorm' 'scaledsolids' 'scalefactorretriever' 'scalefactors'
 'scale-range-literals' 'scaledata' 'scaleoffset' 'scalene' 'scalef']",66,4165
scanner,security,['scanner' 'scanners'],2,46
scenario,modifiability,['scenario' 'scenarios' 'scenario-based'],3,405
schedul,energy efficiency,"['schedules' 'schedule' 'scheduler' 'scheduling'
 'scheduling-within-an-application' 'scheduled' 'schedulers'
 'scheduledagsdnodes' 'schedulehazardrecognizer' 'scheduledaginstrs'
 'scheduledagvliw' 'scheduledagmilive' 'schedulable' 'scheduledag'
 'scheduledata' 'schedulingregionid' 'scheduledagmi' 'scheduledfs'
 'scheduledagmutation' 'schedule-clause' 'schedulingpriorityqueue'
 'schedulekind' 'schedulerstatistics' 'schedulenodetopdown'
 'scheduledatachunks' 'schedulepostralist' 'schedulinng'
 'schedulerstrategy' 'schedular' 'schedulerregistry' 'scheduleregions'
 'scheduleclass' 'schedulednode' 'schedulemapappendingvariable'
 'schedulemapglobalalias' 'schedulemapglobalifunc'
 'schedulemapglobalinitializer' 'scheduleremapfunction' 'schedulertrees'
 'scheduledagprinter' 'scheduledagfast' 'scheduledagrrlist'
 'scheduled-micro-ops' 'schedulenodebottomup' 'scheduledaglinearize'
 'scheduleregionsizebudget' 'scheduledagtopologicalsort' 'scheduledinstrs'
 'scheduleinstrs' 'scheduler-stats' 'scheduletreetransform'
 'scheduleoptimizer' 'scheduling-unit' 'scheduletreetransformtest'
 'scheduler-']",55,2904
schedul,performance,"['schedules' 'schedule' 'scheduler' 'scheduling'
 'scheduling-within-an-application' 'scheduled' 'schedulers'
 'scheduledagsdnodes' 'schedulehazardrecognizer' 'scheduledaginstrs'
 'scheduledagvliw' 'scheduledagmilive' 'schedulable' 'scheduledag'
 'scheduledata' 'schedulingregionid' 'scheduledagmi' 'scheduledfs'
 'scheduledagmutation' 'schedule-clause' 'schedulingpriorityqueue'
 'schedulekind' 'schedulerstatistics' 'schedulenodetopdown'
 'scheduledatachunks' 'schedulepostralist' 'schedulinng'
 'schedulerstrategy' 'schedular' 'schedulerregistry' 'scheduleregions'
 'scheduleclass' 'schedulednode' 'schedulemapappendingvariable'
 'schedulemapglobalalias' 'schedulemapglobalifunc'
 'schedulemapglobalinitializer' 'scheduleremapfunction' 'schedulertrees'
 'scheduledagprinter' 'scheduledagfast' 'scheduledagrrlist'
 'scheduled-micro-ops' 'schedulenodebottomup' 'scheduledaglinearize'
 'scheduleregionsizebudget' 'scheduledagtopologicalsort' 'scheduledinstrs'
 'scheduleinstrs' 'scheduler-stats' 'scheduletreetransform'
 'scheduleoptimizer' 'scheduling-unit' 'scheduletreetransformtest'
 'scheduler-']",55,2904
schema,integrability,"['schema' 'schemapi' 'schemas' 'schemabuf' 'schemaname' 'schemanamelength'
 'schemarule' 'schematically' 'schemaevolution'
 'schema-extensions-record-frame' 'schemarules' 'schema-evolved'
 'schema-evolution' 'schemaevolution-make' 'schema-extension-record-frame'
 'schemas-microsoft-com' 'schemata']",17,602
secur,security,"['security' 'security-opt' 'security-' 'secured' 'secure'
 'security-software-guidance' 'security-features-in-the-crt' 'secure-plt'
 'securely' 'securitysyntaxchecker' 'securetransport' 'securitycookie'
 'security-issue' 'security-with-undefinedbehaviorsanitizer-ubsan-and-gcc'
 'security-sensitive' 'security-related' 'security-taint-taintpropagation'
 'securitytransparencyreports' 'security-cert-env-invalidptr'
 'security-arraybound' 'security-settings-to-create-private-categories'
 'security-cert-pos-' 'security-mallocoverflow'
 'security-insecureapi-deprecatedorunsafebufferhandling-c' 'securable'
 'security-advisories' 'security-cert-pos-checkers'
 'security-returnptrrange' 'security-group-public-sync-ups'
 'security-hardened' 'security-mmapwriteexec' 'securerecv' 'securitylab'
 'security-policy' 'secure-socket-extensions' 'security-policy-settings'
 'securing']",37,2024
self-check,testability,['self-check'],1,1
semant,interoperability,"['semantics' 'semantic' 'semantically' 'semantic-form' 'semantic-analysis'
 'semantics-checking' 'semantic-interposition' 'semanticdc'
 'semantic-analyzer' 'semantically-distinct' 'semantically-meaningful'
 'semanticaly' 'semanticsprecision' 'semantical' 'semanticspelling'
 'semanticinterposition' 'semantickind' 'semantically-correct'
 'semantic-context' 'semantically-valid' 'semantically-enclosing'
 'semanticcontainer' 'semantics-centric' 'semanticselection'
 'semantichighlighting' 'semanticselectiontests' 'semantictypeid'
 'semanticscholar' 'semantictypenode' 'semantictypesandgroups']",30,3080
sensit data,security,['sensitive data' 'sensitive dataflow'],2,11
sensor,energy efficiency,['sensor' 'sensors'],2,3
servic,availability,"['servicess' 'service' 'service-account-scopes' 'serviceaccount'
 'serviceurl' 'servicelen' 'servicing' 'serviced' 'service-routine'
 'servicetoken' 'service-now' 'service-portal' 'service-spi'
 'servicemaker' 'serviceregistry' 'servicesmanager' 'servicelegacy'
 'serviceregistryref' 'service-identity' 'service-']",20,1285
servic,deployability,"['servicess' 'service' 'service-account-scopes' 'serviceaccount'
 'serviceurl' 'servicelen' 'servicing' 'serviced' 'service-routine'
 'servicetoken' 'service-now' 'service-portal' 'service-spi'
 'servicemaker' 'serviceregistry' 'servicesmanager' 'servicelegacy'
 'serviceregistryref' 'service-identity' 'service-']",20,1285
servic,integrability,"['servicess' 'service' 'service-account-scopes' 'serviceaccount'
 'serviceurl' 'servicelen' 'servicing' 'serviced' 'service-routine'
 'servicetoken' 'service-now' 'service-portal' 'service-spi'
 'servicemaker' 'serviceregistry' 'servicesmanager' 'servicelegacy'
 'serviceregistryref' 'service-identity' 'service-']",20,1284
servic,modifiability,"['servicess' 'service' 'service-account-scopes' 'serviceaccount'
 'serviceurl' 'servicelen' 'servicing' 'serviced' 'service-routine'
 'servicetoken' 'service-now' 'service-portal' 'service-spi'
 'servicemaker' 'serviceregistry' 'servicesmanager' 'servicelegacy'
 'serviceregistryref' 'service-identity' 'service-']",20,1284
session,security,"['sessionrunhook' 'session' 'sessions' 'sessioning' 'sessionviewer'
 'sessionkey' 'session-tag' 'session-timestamp' 'sessiontag' 'sessionid'
 'sessionstart' 'session-error-cannot-allocate-memory' 'sessionmutex'
 'session-info' 'session-' 'session-bus-common' 'sessioninfo'
 'session-wide']",18,1555
share,interoperability,"['shared' 'share' 'shareddata' 'share-able' 'shareable' 'sharepoint'
 'shares' 'shared-libraries-in-linux' 'sharedobject' 'sharedaddr'
 'shareds' 'sharedsty' 'sharedlayer' 'sharedlval' 'shared-clause'
 'sharedstate' 'sharedlib' 'shared-library' 'sharedvgprcount' 'shared-lib'
 'shared-libraries' 'sharewith' 'shared-mem' 'sharedreg' 'sharelist'
 'sharedlocationcall' 'sharedmemorymapper' 'sharedlibs' 'sharedssize'
 'sharedweightlayer' 'sharedefault' 'shared-ptr' 'sharedmem'
 'sharedlivedebugvalues' 'sharefiles' 'sharedptrarraymismatchcheck'
 'sharedclustertest' 'sharedoffset' 'sharedlibraryatom' 'sharefile'
 'sharedcluster' 'shared-mode' 'shared-mime-info'
 'shared-object-instead-of-an-executable-binary-according-to'
 'shared-library-doesnt-catch-changes-made-in-cint' 'share-server'
 'sharedlibrary' 'shared-object-in-batch-mode' 'shared-parameters'
 'shared-library-backward-backward-warning-h' 'shared-memory'
 'sharedlibrarypathname' 'shared-pointer' 'shared-library-to-a-variable'
 'shared-object-level' 'sharex' 'sharey' 'share-link' 'sharedtask']",59,4641
shortcut,usability,['shortcut' 'shortcuts' 'shortcut-hot-keys-in-root-aliases'],3,221
sign,security,"['signal' 'signed' 'significantly' 'significant' 'signature'
 'sign-compare' 'sign' 'signatures' 'signularity' 'signals' 'signs'
 'signaled' 'signaturetable' 'sign-extension' 'signedness' 'signext'
 'sign-extended' 'signaling' 'signextend' 'signifies' 'significand'
 'signed-saturate-and-pack' 'signbit' 'signing' 'signreturnaddressall'
 'sign-extending' 'sign-extends' 'significance' 'signedmax' 'signedint'
 'signa' 'signalling' 'signalobjectandwait' 'signmaskc' 'sign-extensions'
 'sign-bit' 'sign-extend' 'signbits' 'sign-overflow' 'signalweight'
 'signifying' 'signify' 'signedoffset' 'signed-digit' 'signum' 'signness'
 'significant-bit-set' 'signalled' 'signif' 'signifblank' 'sign-bits'
 'signaturelistmap' 'signed-zeros' 'sign-return-address' 'signeds'
 'significative' 'signed-overflow' 'signal-like' 'signmask' 'signaltree'
 'signextension' 'signed-wrap' 'significant-bit' 'sign-of-zero'
 'signed-wraps' 'significances' 'signed-char' 'signwithbkey'
 'signature-as-written' 'signatures-as-written' 'signified'
 'signedcharrefgetter' 'signp' 'signal-slot' 'signed-ness' 'signed-cond'
 'signedshort' 'signal-class' 'signatureslist' 'signal-efficiency'
 'signed-integer-overflow' 'signbitonly' 'signposts' 'signal-value'
 'signedmin' 'signaturemark' 'signedlong' 'sign-preserving' 'signcat'
 'signalrange' 'signal-color' 'signalizes' 'signedindices' 'signal-leaf'
 'signalefficiency' 'signalpurity' 'signextended' 'signreturnaddress'
 'signed-wrapped' 'signaturehelp' 'signyfying' 'signalhandler'
 'signficant' 'signless' 'signalexp' 'signedxunsigned' 'signy'
 'signatureindices' 'significands' 'sign-based' 'signaturelist'
 'significant-bits' 'signi' 'signed-val' 'sign-bit-mask' 'signed-extended'
 'signal-plus-background' 'signposted' 'signbitsmask' 'signalclassnr'
 'signature-verification' 'signifi' 'signal-enhanced' 'signedmaxvalue'
 'sign-dependent-rounding-fp-math' 'signalname' 'sign-ext'
 'signinginstroffset' 'signed-zeros-fp-math' 'sign-divided' 'signalclass'
 'signbitmustbeone' 'signifance' 'signedvalue' 'signal-safe'
 'significandbits' 'signedaddmayoverflow' 'signsplat'
 'signedness-independent' 'signextends' 'signchanging' 'signed-cmp'
 'signatureswithconstantforms' 'signficand' 'signal-handler'
 'signal-to-color' 'significient' 'signbitiszero' 'signhint'
 'sign-bit-extraction' 'signal-to-background' 'signbitc' 'sign-overflows'
 'signalingfp' 'signalyield' 'signal-type' 'signicant' 'signitures'
 'signaling-computational' 'signpostemitter' 'signandsize' 'signed-zero'
 'sign-change' 'signed-integer-truncation' 'signalingnan' 'sign-generic'
 'signallike' 'signal-handler-like' 'signaling-nans' 'signedbitwisecheck'
 'signification' 'signedcharmisusecheck' 'signedcharacter'
 'signalhandlercheck' 'signalregion' 'sign-up' 'signed-integer'
 'signed-qword' 'signaling-nan' 'signal-to-noise' 'significanly'
 'significant-item-first' 'signature-computation-table' 'signextimm'
 'signalsandslots' 'signed-off-by' 'signalcr' 'signalsr' 'signormscaled'
 'signifcantly' 'signtool' 'signo'
 'signal-strength-on-off-problem-multiple-independent-runs'
 'signal-background-target-responses-inverted' 'signaltest'
 'signalunsafecall' 'signaltrycatch' 'signals-and-slots' 'signalmodel'
 'sign-ess' 'signup' 'signals-'
 'significantly-increased-memory-consumption-of-standardhypotestinvdemo-c-in-'
 'signpost' 'signal-safety' 'signmaskdouble' 'signalstrength'
 'signalsaferead' 'signet-ca' 'signbit-in-th' 'signing-cert-manage'
 'signing-certificate' 'signalhandling' 'sign-in-cmake'
 'sign-on-makefiles' 'signalcut' 'signifigantly' 'signed-or-not'
 'signaltools' 'sign-request' 'signaturetranslatedfunction' 'signifigant']",222,13473
simpl,testability,"['simply' 'simple' 'simplifies' 'simplification' 'simplify' 'simplified'
 'simpler' 'simplifying' 'simplicity' 'simplest' 'simplex'
 'simplex-case-study' 'simple-sg' 'simplenamespace' 'simplistic'
 'simplerepeat' 'simplifications' 'simple-usage' 'simplifyindvars'
 'simplesvalbuilder' 'simplesummaries' 'simple-valued' 'simplifycfg'
 'simple-type-specifier' 'simple-variable-list'
 'simplifydemandedvectorelts' 'simple-declaration' 'simplifydemandedbits'
 'simplebitstreamcursor' 'simplificationtracker' 'simpleloopunswitch'
 'simpleremoteepc' 'simpleremoteepcserver' 'simpleremoteepcutils'
 'simplelikelihoodratioteststat' 'simplices' 'simpletable' 'simplebdxload'
 'simplebdxstore' 'simplifyoneloop' 'simple-id' 'simplifycfgopt'
 'simplifyunreachable' 'simplifycfgoptions' 'simplify-demanded-bits'
 'simple-assignments' 'simplifytosval' 'simple-asm-expr' 'simplekey'
 'simplekeys' 'simplevalue' 'simplifycallsite'
 'simplifyicmpwithbinoponlhs' 'simpleexecutordylibmanager'
 'simplifyinstruction' 'simplifyquery' 'simplegaussianconstraint'
 'simplifiedvalue' 'simplifier' 'simpletypekind' 'simplifyincompletephi'
 'simplety' 'simplechild' 'simplifyselectcc' 'simplecompiler'
 'simplifydivremofselectwithzeroop' 'simplexalgos'
 'simpleconstraintmanager' 'simplexparameter' 'simple-escape-sequence'
 'simple-template-id' 'simplifycfgpass' 'simplifyselectsfeedingbinaryop'
 'simplifysetcc' 'simplicitly' 'simplfied' 'simplevaluetype'
 'simplifydemandedusebits' 'simplifed' 'simple-expression-list'
 'simpleinterval' 'simplifiedvalues' 'simplifiable'
 'simplifymultipleusedemandedbits' 'simplifyindvar' 'simpleddgnode'
 'simplereduction' 'simplifycmpinst' 'simpleexecutormemorymanager'
 'simplifyable' 'simple-capture' 'simple-captures' 'simpleivuser'
 'simplifyloopivs' 'simple-assignment' 'simpleconstants' 'simplfication'
 'simplifydemandedinstructionbits' 'simplifysetccwithand'
 'simplifiedmembersym' 'simplification-ptr-bool' 'simplifyivusers'
 'simplifyusingdistributivelaws' 'simplifyandoroficmpswithlimitconst'
 'simple-modifier' 'simpleexecuormemorymanagare' 'simplereturnedvaluekind'
 'simplies' 'simplifycondbranchtocondbranch' 'simplernn' 'simpleenumvalue'
 'simpleenumvaluetable' 'simplecaptureinfo' 'simplfy' 'simpleonly'
 'simplifyandextend' 'simpleconstinconly' 'simplifytree' 'simpliication'
 'simplifybinop' 'simplifyusersofiv' 'simpledeclaration' 'simple-integer'
 'simplifylibcalls' 'simplev' 'simpletypeserializer' 'simplestreamchecker'
 'simplier' 'simple-pass' 'simplevariation' 'simplepchvalidator'
 'simpletemplatenamespecifier' 'simple--i' 'simplifiedtype'
 'simplifyicmpinst' 'simple-declarations' 'simpleglyph' 'simpletype'
 'simplesegementalloc' 'simpletypemode' 'simpli' 'simplifyfmulinst'
 'simplifylooplatch' 'simple-requirement' 'simplifyconstrainedfpcall'
 'simplication' 'simplifyphinode' 'simplifyicmpwithbinop'
 'simpledeclarator' 'simplefun' 'simpleprogrampointtag'
 'simplify-libcalls' 'simplifyandsetop' 'simplestruct'
 'simplifyconstraints' 'simplifiedlatch' 'simplepackedserialization'
 'simpleepcserver' 'simple-quoting'
 'simpleremoteepcdefaultbootstrapsymbolnames' 'simplicities'
 'simplexnoise' 'simple-type-id' 'simplifydemanded' 'simplifiedsetcc'
 'simplifysvalonce' 'simplifcation' 'simple--look'
 'simplifypartiallyredundantload' 'simplifyinstructions'
 'simplevaluetypes' 'simplifyassociativeorcommutative' 'simple-asm'
 'simplifyforwardingblocks' 'simplications' 'simpleapp' 'simplifyloop'
 'simplifyzext' 'simplist' 'simplifyaction' 'simplehttp'
 'simplifyinstructionsinblock' 'simplifysuspendpoint'
 'simple-loop-unswitch' 'simplexbuilder' 'simplextest' 'simple-minded'
 'simplefitting' 'simplexparameters' 'simple-tool' 'simplefile'
 'simpletest' 'simplexminimizer' 'simple-template-ids'
 'simplifybooleanexprmatchers' 'simplestream' 'simplifysubscriptexprcheck'
 'simplehandler' 'simpleloop' 'simplefiller' 'simplify-mir'
 'simpleloopunroll' 'simpleproject' 'simple-type-name'
 'simplepackedserializationtest' 'simplifyaffinestructures'
 'simplesmartpointer' 'simple-noitin' 'simplexseedgenerator'
 'simplifybooleanexprcheck' 'simplename' 'simplegui' 'simple-loops'
 'simplelikelihoodcalculator' 'simpleanalysis'
 'simpleexecutormemorymanagertest' 'simplest-' 'simplefilter'
 'simpliciations' 'simpleparallelrdfs' 'simpleclass' 'simplestudy'
 'simpleexample' 'simplifyfunctioncfgimpl' 'simplerootrm' 'simpleaction'
 'simple-variable-in-root-files' 'simplecollectionproxy' 'simplebuildstep'
 'simpleread' 'simplepattauflattableproducer' 'simpleenumvaluetables'
 'simpleenumvaluetablessize' 'simplebulkreadfunc' 'simplereadfunc'
 'simplisticcastas' 'simple-function-working-with-' 'simpleactionhelper'
 'simplical' 'simplicial' 'simplejson' 'simpletimer' 'simplegeneric'
 'simplesinglecell' 'simple-pseudotime' 'simple-py' 'simplexes']",247,11613
simpl,usability,"['simply' 'simple' 'simplifies' 'simplification' 'simplify' 'simplified'
 'simpler' 'simplifying' 'simplicity' 'simplest' 'simplex'
 'simplex-case-study' 'simple-sg' 'simplenamespace' 'simplistic'
 'simplerepeat' 'simplifications' 'simple-usage' 'simplifyindvars'
 'simplesvalbuilder' 'simplesummaries' 'simple-valued' 'simplifycfg'
 'simple-type-specifier' 'simple-variable-list'
 'simplifydemandedvectorelts' 'simple-declaration' 'simplifydemandedbits'
 'simplebitstreamcursor' 'simplificationtracker' 'simpleloopunswitch'
 'simpleremoteepc' 'simpleremoteepcserver' 'simpleremoteepcutils'
 'simplelikelihoodratioteststat' 'simplices' 'simpletable' 'simplebdxload'
 'simplebdxstore' 'simplifyoneloop' 'simple-id' 'simplifycfgopt'
 'simplifyunreachable' 'simplifycfgoptions' 'simplify-demanded-bits'
 'simple-assignments' 'simplifytosval' 'simple-asm-expr' 'simplekey'
 'simplekeys' 'simplevalue' 'simplifycallsite'
 'simplifyicmpwithbinoponlhs' 'simpleexecutordylibmanager'
 'simplifyinstruction' 'simplifyquery' 'simplegaussianconstraint'
 'simplifiedvalue' 'simplifier' 'simpletypekind' 'simplifyincompletephi'
 'simplety' 'simplechild' 'simplifyselectcc' 'simplecompiler'
 'simplifydivremofselectwithzeroop' 'simplexalgos'
 'simpleconstraintmanager' 'simplexparameter' 'simple-escape-sequence'
 'simple-template-id' 'simplifycfgpass' 'simplifyselectsfeedingbinaryop'
 'simplifysetcc' 'simplicitly' 'simplfied' 'simplevaluetype'
 'simplifydemandedusebits' 'simplifed' 'simple-expression-list'
 'simpleinterval' 'simplifiedvalues' 'simplifiable'
 'simplifymultipleusedemandedbits' 'simplifyindvar' 'simpleddgnode'
 'simplereduction' 'simplifycmpinst' 'simpleexecutormemorymanager'
 'simplifyable' 'simple-capture' 'simple-captures' 'simpleivuser'
 'simplifyloopivs' 'simple-assignment' 'simpleconstants' 'simplfication'
 'simplifydemandedinstructionbits' 'simplifysetccwithand'
 'simplifiedmembersym' 'simplification-ptr-bool' 'simplifyivusers'
 'simplifyusingdistributivelaws' 'simplifyandoroficmpswithlimitconst'
 'simple-modifier' 'simpleexecuormemorymanagare' 'simplereturnedvaluekind'
 'simplies' 'simplifycondbranchtocondbranch' 'simplernn' 'simpleenumvalue'
 'simpleenumvaluetable' 'simplecaptureinfo' 'simplfy' 'simpleonly'
 'simplifyandextend' 'simpleconstinconly' 'simplifytree' 'simpliication'
 'simplifybinop' 'simplifyusersofiv' 'simpledeclaration' 'simple-integer'
 'simplifylibcalls' 'simplev' 'simpletypeserializer' 'simplestreamchecker'
 'simplier' 'simple-pass' 'simplevariation' 'simplepchvalidator'
 'simpletemplatenamespecifier' 'simple--i' 'simplifiedtype'
 'simplifyicmpinst' 'simple-declarations' 'simpleglyph' 'simpletype'
 'simplesegementalloc' 'simpletypemode' 'simpli' 'simplifyfmulinst'
 'simplifylooplatch' 'simple-requirement' 'simplifyconstrainedfpcall'
 'simplication' 'simplifyphinode' 'simplifyicmpwithbinop'
 'simpledeclarator' 'simplefun' 'simpleprogrampointtag'
 'simplify-libcalls' 'simplifyandsetop' 'simplestruct'
 'simplifyconstraints' 'simplifiedlatch' 'simplepackedserialization'
 'simpleepcserver' 'simple-quoting'
 'simpleremoteepcdefaultbootstrapsymbolnames' 'simplicities'
 'simplexnoise' 'simple-type-id' 'simplifydemanded' 'simplifiedsetcc'
 'simplifysvalonce' 'simplifcation' 'simple--look'
 'simplifypartiallyredundantload' 'simplifyinstructions'
 'simplevaluetypes' 'simplifyassociativeorcommutative' 'simple-asm'
 'simplifyforwardingblocks' 'simplications' 'simpleapp' 'simplifyloop'
 'simplifyzext' 'simplist' 'simplifyaction' 'simplehttp'
 'simplifyinstructionsinblock' 'simplifysuspendpoint'
 'simple-loop-unswitch' 'simplexbuilder' 'simplextest' 'simple-minded'
 'simplefitting' 'simplexparameters' 'simple-tool' 'simplefile'
 'simpletest' 'simplexminimizer' 'simple-template-ids'
 'simplifybooleanexprmatchers' 'simplestream' 'simplifysubscriptexprcheck'
 'simplehandler' 'simpleloop' 'simplefiller' 'simplify-mir'
 'simpleloopunroll' 'simpleproject' 'simple-type-name'
 'simplepackedserializationtest' 'simplifyaffinestructures'
 'simplesmartpointer' 'simple-noitin' 'simplexseedgenerator'
 'simplifybooleanexprcheck' 'simplename' 'simplegui' 'simple-loops'
 'simplelikelihoodcalculator' 'simpleanalysis'
 'simpleexecutormemorymanagertest' 'simplest-' 'simplefilter'
 'simpliciations' 'simpleparallelrdfs' 'simpleclass' 'simplestudy'
 'simpleexample' 'simplifyfunctioncfgimpl' 'simplerootrm' 'simpleaction'
 'simple-variable-in-root-files' 'simplecollectionproxy' 'simplebuildstep'
 'simpleread' 'simplepattauflattableproducer' 'simpleenumvaluetables'
 'simpleenumvaluetablessize' 'simplebulkreadfunc' 'simplereadfunc'
 'simplisticcastas' 'simple-function-working-with-' 'simpleactionhelper'
 'simplical' 'simplicial' 'simplejson' 'simpletimer' 'simplegeneric'
 'simplesinglecell' 'simple-pseudotime' 'simple-py' 'simplexes']",247,11618
simul,testability,"['simultaneously' 'simulate' 'simulated' 'simultaneous' 'simulates'
 'simulators' 'simulating' 'simul' 'simulation' 'simulator' 'simulations'
 'simulgraph' 'simulated-annealing' 'simultaniously' 'simultaneous-fit'
 'simulatedannealingfitter' 'simulatedannealing'
 'simultaneous-pdfs-with-multiple-range-names' 'simulacrum'
 'simultaneous-of-simultaneous' 'simulated-dylib' 'simulateneous'
 'simultaneously-guarded' 'simulataneous'
 'simultaneous-fit-in-a-single-plot' 'simultanous'
 'simultaneous-fit-with-' 'simulo' 'simulated-annealing-functions'
 'simultaneous-template-fit-on-two-different-variables'
 'simultaneous-fit-in-two-subranges-on-multiple-variables']",31,1084
skeleton,interoperability,['skeleton' 'skeletons' 'skeletong' 'skeletoncu' 'skeletonemitter'],5,207
sla,availability,['sla'],1,1
sla,reliability,['sla'],1,1
sli,availability,['sli'],1,6
sli,reliability,['sli'],1,6
slo,availability,['slo'],1,3
slo,reliability,['slo'],1,3
soap,interoperability,['soap'],1,1
soc,security,['soc'],1,4
socket,interoperability,"['socket' 'sockets' 'socketpath' 'socketname' 'socketpair' 'socket-based'
 'socket-valid' 'sockettestutilities' 'socketing' 'socketaddresstest'
 'socketfile' 'socketserver' 'socketkind'
 'socket-resourcewarning-using-urllib-in-python-' 'socket-warnings'
 'socketcallback' 'socket-extensions' 'sockettimeout']",18,1067
source-to-sourc,testability,['source-to-source'],1,5
